timestamp,run_hours,shock_g,vibration_rms,temperature_f,battery_voltage,pulse_quality,rpm,wob,mud_flow_rate,failure
2026-01-01 00:00:00,48.072113667446686,89.21967455406516,3.7200618463068285,182.7639207246042,28.450608843010347,89.94885235443284,131.5665472681237,27030.020686338135,529.602952229833,0
2026-01-01 00:01:00,114.33214523714035,70.22645195217702,2.4784411850129757,192.0272277947286,28.256019115758956,87.26819999123525,142.33567372425614,24350.297874530956,462.23678866441816,1
2026-01-01 00:02:00,89.17930330831159,95.62760749566533,7.640946049507293,175.87004410856858,27.804343867670212,83.45032925412252,97.94420227518442,26795.39552981988,530.8047409104563,1
2026-01-01 00:03:00,73.84572568265921,83.31424503349777,4.22926712825691,175.1859135285648,28.202400756141955,92.27638597454171,110.42484984536488,26161.93285763416,534.9750329908694,0
2026-01-01 00:04:00,22.9421436508802,76.31500963975036,4.416761091103352,169.43067449209278,27.771368064177587,81.63674571365463,112.74409658696555,23718.015181786486,545.7998598610468,0
2026-01-01 00:05:00,22.939369838663303,101.60916751116865,6.835604420702529,179.888258701801,27.73177403716149,89.20558963314912,104.08553962275286,26897.87286006433,568.912181154026,1
2026-01-01 00:06:00,11.67961539934294,76.30582893988445,3.6581298145629773,182.10313086764367,27.998309998369347,88.77892050412247,140.8235929349476,24403.38402920511,513.4537033447614,0
2026-01-01 00:07:00,104.61025676411755,60.46044060351946,5.858436864939258,169.6767720995142,28.128346103558492,91.08145256985453,101.8568465452022,26142.72925591791,459.42955780606314,0
2026-01-01 00:08:00,74.128226350469,70.64284646268528,5.5332125642113095,160.11165461382217,28.221135183808684,95.52999966193337,108.54886414012762,27574.59384244296,567.6340402166361,0
2026-01-01 00:09:00,86.42834644654523,54.59027049820756,5.353106911655011,176.32019508284174,28.749827296417998,91.22669697533696,112.65437868850358,28717.512527874216,537.7746582321433,0
2026-01-01 00:10:00,7.367216844017282,71.04887708466718,7.6515817807628626,182.59088257100686,27.900921550475495,93.54853137641608,118.22912611771186,28498.307273619033,511.18231496607797,0
2026-01-01 00:11:00,116.53963299862934,58.634953905820375,6.338919451192314,197.07527472981246,28.318111155884893,72.4804593556794,129.97171710437743,23420.44804770619,408.77922785373704,1
2026-01-01 00:12:00,100.7309036920485,48.343635078924294,7.262353508310101,187.8538423593022,28.27081662836629,91.68330706866034,140.8120894860665,23714.651025308613,472.8910465503206,0
2026-01-01 00:13:00,29.41899772800176,65.43153256888334,5.050363126450516,203.93012625024,27.83482302752036,88.60045290830574,124.150525432084,17609.323062869942,542.7013990349187,1
2026-01-01 00:14:00,25.90987122881657,44.9057404006153,4.196653357014192,175.1849526297808,28.244244471723928,90.9737995762991,140.30461903605058,24933.842606260114,482.41007424919394,0
2026-01-01 00:15:00,26.09151863314489,89.97741432012621,7.369996965845397,184.70765904147692,28.801632849106387,83.76736206121967,140.99176903964178,31276.15570453609,572.9480408104471,0
2026-01-01 00:16:00,39.987857940346835,87.7327861701943,4.472847220818289,178.93102985768104,28.31190373013004,97.20740273600967,120.12758948596435,27957.965112381356,464.62605518359396,0
2026-01-01 00:17:00,65.34698963770735,95.32933334044588,5.72252549392419,205.01741507219685,28.335950357416383,90.00344369250251,100.29894666127248,19107.487781131018,507.33726675918314,1
2026-01-01 00:18:00,54.673677143843314,64.3685140626655,6.262360243538168,186.05913035321262,27.7768030014344,82.04148101047294,115.75944688048797,26085.527056969317,477.13502651914285,0
2026-01-01 00:19:00,38.49135112277482,84.06257240850007,4.11468084537376,156.50793177029072,29.381315310722925,83.45348276617409,139.35415257914457,29288.529062648326,507.2628773620685,0
2026-01-01 00:20:00,75.36308289307364,52.17385147795911,4.120333877329659,173.8274722078291,27.810986177806498,95.222188373177,128.2505931035223,28619.83398715794,504.06408968445606,0
2026-01-01 00:21:00,21.04179397498481,63.58440717251327,5.011126122889586,164.99530950551798,27.199329923671513,87.31768697489184,118.16757126162041,28056.78985647705,514.5949670385696,1
2026-01-01 00:22:00,38.596634581550084,95.50289886356694,6.839268427034246,193.07510001735392,28.716110472130843,87.96226871576727,111.97282619998722,27907.864957188634,531.0930755589563,1
2026-01-01 00:23:00,47.131611978774544,98.49105515988964,6.122945772888961,171.91833646464008,28.131109776210945,86.41829955760066,117.76577697416087,21533.92849353108,536.9079528123709,1
2026-01-01 00:24:00,57.448048184959134,77.46913190993155,3.0639995015091763,184.25936912471118,28.018174907431753,96.08904401850712,133.48802620811418,25941.27182572174,501.29299374292606,0
2026-01-01 00:25:00,95.29523556019656,88.570270994522,9.015001929189065,178.49766490436713,27.872667731753083,91.85863975858226,121.37836680556924,31709.07600360193,445.8227676492884,0
2026-01-01 00:26:00,27.96248494821137,70.34968289640068,6.184044766331157,176.0247252285944,29.323028774589503,78.50293168300489,106.17368210604157,23044.75887834801,455.1388531421268,1
2026-01-01 00:27:00,64.13696041756533,95.11635932239871,4.737410423336837,170.39522593369026,28.41275416716281,80.19383180337039,125.50860324513239,27893.459293459953,473.0734309353843,1
2026-01-01 00:28:00,73.12767541913489,56.79062662333669,5.225397929436328,175.11252393300015,28.52985073298705,88.03654042680093,117.77508690334129,26437.531716113972,521.0816862265561,0
2026-01-01 00:29:00,10.34179746279974,77.40518883401494,5.0641425255686645,180.52064405485083,28.29756937414936,82.85566668728849,101.05354459338272,18253.474702101146,464.7325536846146,0
2026-01-01 00:30:00,74.86765796866541,98.68028045761636,4.8301342758103525,176.73839062301914,28.362029768067117,70.71574970000646,85.42049780876434,23871.5364888565,470.0335149604289,1
2026-01-01 00:31:00,24.610274224038527,64.88123452375682,7.598349449934242,185.12771033280762,29.03917476633565,82.03979017483937,68.75261678162174,25968.21988567515,498.3540536756327,0
2026-01-01 00:32:00,12.480933193307145,74.72406810104935,9.777582404405269,162.63506156053924,28.049487203263382,85.77181953238477,119.97929575522296,25210.61988510587,522.1527814184856,0
2026-01-01 00:33:00,114.12183678413332,83.65194957099017,4.576959815422892,165.4455516458336,27.32583747268756,84.7999869410328,129.69413614116567,30254.064078279393,502.01618223573837,0
2026-01-01 00:34:00,116.04768380357433,93.78976399166153,4.676334380368335,187.56912234670904,28.720832792536665,93.76609795636656,133.8461944110262,23073.410684699193,488.3762938012497,0
2026-01-01 00:35:00,97.96569503339303,60.175748339116744,5.33770450735957,169.7030099880854,28.498020967345436,70.12368309888834,126.6837417612761,28412.126260250916,466.1235449382553,1
2026-01-01 00:36:00,40.03058345493763,82.51555710643055,3.0222120420700227,164.4086092798211,28.264787887731025,81.82107617290308,128.12736739056183,27039.90907114676,453.40883383958294,0
2026-01-01 00:37:00,16.232293110734147,94.58539232066622,6.450300304147789,182.86733229694633,28.48245194492867,94.36530163580149,133.94794353989738,24688.475778509608,531.2946775468087,0
2026-01-01 00:38:00,83.68679804889804,94.51963232383605,5.836279437556401,178.19373854868726,27.977553467823494,82.65870690831407,118.5453692740842,25266.26127200908,441.41366912922336,0
2026-01-01 00:39:00,55.61753678005415,74.13652159877205,5.769189530325853,188.51241267061246,28.212415549712556,78.30887272611746,123.59458752960829,28084.47763912301,433.3813856981132,1
2026-01-01 00:40:00,19.034397007149565,68.0338997561676,2.164624031075246,153.73796782762207,28.120979847684055,82.55439930372445,114.97172097042083,23674.10827429843,508.034256981681,0
2026-01-01 00:41:00,61.945344662796074,74.75036936004815,1.428501009575566,162.60849216325556,27.845107045757448,91.56965820784349,130.33453496170372,22691.489611264085,523.9195439874193,0
2026-01-01 00:42:00,8.954679928250115,60.855154662848065,4.838286883935192,185.18609886935081,28.913503669863,85.97277149241027,101.59612280370217,25731.167401916882,467.4213165780486,0
2026-01-01 00:43:00,109.57184623905994,85.72078871410685,6.690774332823616,185.37552275852434,27.35264482354932,82.20032753042948,122.98248818377924,22869.106612486397,455.28356208555033,1
2026-01-01 00:44:00,34.759697884001945,77.68989940248696,2.2994858196687087,187.74764421965563,29.61652930308778,91.85424028645299,130.70540725411442,24364.99630077908,545.3667172167549,0
2026-01-01 00:45:00,81.19006270070793,26.161698281519968,7.111564201522696,186.10666042439732,28.726417325523883,90.99894060595278,140.5687916412112,27966.81095693938,441.5310363596231,0
2026-01-01 00:46:00,40.84677375028226,82.27140187774475,4.9539840869002285,180.61492065005623,27.13321467917859,77.89201432702147,117.955165936999,25410.315644891205,457.15442187653474,1
2026-01-01 00:47:00,64.80782243544824,65.22481530352775,4.007967354505636,173.97486885241284,28.06550020230544,88.75828756833022,130.66663784607854,24870.963367927045,519.5221777246952,0
