rpm,wob,flow_rate,shock_g,vibration_rms,pulse_quality,battery_voltage,rop
162,22529,734,83.72972589481925,3.0763050163833707,85.83630570376101,29.68273175256998,86.77740291081498
152,12942,591,32.9092692955428,1.3198129716668925,66.25249332763593,29.34009956174717,75.92967848813456
74,12548,533,24.099031801330245,9.31815572488662,95.51963938699635,28.85094068097271,58.401124924740266
166,23296,354,44.462357615958574,8.2804205865071,83.43010932024828,26.047170952144945,85.49930541819333
131,37244,718,20.242740317340363,7.241335230866035,75.29548240085484,26.0821900071538,122.71726843869823
80,5296,591,80.14024523689123,1.3062732161683157,66.89341193409813,26.296524287454588,27.47575912289162
162,7409,539,33.7291925066104,5.755880605534382,91.34324399958338,29.05228216159518,70.354639104073
181,39229,611,53.974601855949025,6.8827253957539405,80.36193173704086,25.938446426542388,129.5580552201044
134,35846,335,55.551157152105624,7.834125167038283,65.89172324266997,27.904203883210172,106.23171961511724
147,40036,388,48.77396982940119,5.239664963186713,96.85683422927647,28.88764521859606,111.54936719775777
176,44322,511,18.304685300963357,9.580143700734013,64.24329723213789,27.303150372883348,133.1800502162504
159,32167,744,89.23505440793656,3.203029548758571,80.96884781756413,29.203730338802618,92.08365578069754
163,33991,617,19.671274485496024,1.6276142562564013,84.42325587160792,27.810514991543847,131.34326670727506
211,22801,799,68.87812564852734,3.9948962050778483,99.95938380588693,27.975626950320418,95.41995851218078
190,12358,664,72.26584429468852,6.956243832760414,65.63662839050026,28.38391654627228,67.26314936319729
209,27588,544,17.33891521070818,7.634414838486449,84.54240789034571,29.229895198179292,133.56929070556302
112,22671,764,84.31889848173982,7.64647207403328,79.0686317791743,25.02316997459178,76.08967409732294
61,22502,386,46.459494823356906,1.9960644486046053,70.28458337504937,26.96277639462332,44.26526101756441
147,30128,708,58.45505147825336,8.96580509165443,97.68840679422259,29.814957583583002,77.28301880880859
217,36645,539,59.585814762957675,3.527503326305978,91.63374732247209,25.49335882496654,108.30565577625575
97,12637,619,47.92118567534556,2.889199968969039,91.0823114369164,26.16724257347296,51.03177449025383
189,5660,487,17.071873750298067,6.530117292438406,95.96744181288597,27.85465539320237,63.012241037116226
80,11922,356,68.89903542076043,2.9066416699045012,89.00176250307882,29.28939872103127,40.917698346694195
117,33161,412,54.451795985496844,5.572346435695216,80.26957843865512,25.486016663474793,94.0911252365152
81,8970,522,15.087852296877596,4.663267268908364,75.6614602007981,25.020152030686496,56.97683050782411
148,8407,369,64.52736733385673,3.0883083636566573,88.16534107853744,28.435109244960874,35.76953236978883
108,32843,526,64.73487716855169,3.6285366925151017,84.11247211007101,27.98651024088271,82.01629373868356
118,14046,555,51.621347918152786,4.8466650822477675,81.7150590674783,26.355302519391483,50.69532596646464
74,28800,479,12.696648874783282,4.115443116836784,83.56228600981544,29.788074588053775,102.82740007313328
110,19547,483,34.97474264662199,4.434182059344306,86.2139037047771,27.79574950181209,63.89446928380073
167,42528,490,9.328549148269582,7.618911594132147,98.7481677076823,28.3170666146208,121.4512248898807
114,36389,751,45.59566160024327,2.515419214231011,90.12632246380761,26.893910977951585,115.10200447523133
123,35346,531,82.04800621099369,6.64856728599182,67.05730753470714,29.607941022475856,100.77626463849523
190,27748,575,5.191503522098516,7.103419980830513,78.67075111462657,26.380383173042237,118.32556899363026
110,41855,532,27.664285508605037,8.218783415590703,87.12966703729803,28.743937640456295,113.81995124618975
194,30848,353,72.98802359758723,8.625944577786932,67.02615736521386,25.583330314257598,72.45735223523789
80,12607,556,5.838170874836554,2.4279898912040334,97.3082626057769,27.6889326706249,72.44699462585712
132,41787,792,5.86474214891057,2.24434685006202,63.08101178071711,27.888947820762013,160.4054217979515
77,38583,389,56.91957981802393,6.532939118319481,84.43932836503683,25.941767821905053,81.52369161757541
191,17563,525,72.08197932787968,7.81224895524668,99.03741387399577,26.61888371495073,76.02677320977966
148,38690,546,71.00296048466701,3.4509378721571426,89.11473173068913,25.893485984652706,78.1052646298845
119,34176,693,71.26413176368939,5.732624850158016,87.09032697263733,29.225130430103498,111.66652272193163
73,19925,450,35.685539309501586,7.950154875505939,99.89681616804333,28.285945299950686,55.51981293258313
68,26251,734,80.03155226332899,7.907527974164089,91.67189712214606,27.232170463911846,55.38962362291264
149,22648,412,6.091026118722636,6.884381495023709,98.81173727783859,27.779901252253733,86.35477036836892
112,25108,707,31.536042625645536,1.7090892634002848,87.95568905165757,26.720207752569344,120.13398709781664
189,15979,568,33.66095406100814,1.4557947424815159,86.61835097069974,27.143696630381584,94.1847464053845
143,7722,456,19.073545694660996,4.496007790444725,90.50269911300481,28.096859003723843,63.387777013521536
151,10355,741,33.57920770432843,1.2401868383129706,67.55016012997484,26.05739300442814,80.72509950323033
170,33799,665,54.80015105442927,9.137298986692771,92.23139968073671,25.670481456262745,102.22629717833277
67,40318,646,49.22374157927751,1.181301982792518,98.8056131559414,29.72229446588406,93.64878407256933
94,37705,650,32.15132547968589,1.266515759277834,84.46573099025217,26.184272328752794,124.18998413250533
140,28070,598,68.69283866300873,2.4879464053431426,60.49421371973957,27.476122234901677,86.32612329391293
109,16284,693,65.75719916721361,6.643136184270043,62.8836956737957,28.807612581117443,57.23459074519482
163,26737,458,28.859200551837436,5.873987265277205,69.38828889441817,27.780417043890168,107.46941635162952
191,28241,786,32.47441338612299,6.93538422899816,79.64390652817222,28.17437340233675,127.70609952543653
61,32414,629,29.43921688373085,9.041996269972012,76.55023292791451,25.817164734740242,81.80092338171949
193,25895,771,15.95234915345332,5.0945108573052895,99.16848002156343,26.974642380592474,129.63833105494996
113,31771,524,68.98643965167267,1.3948837829244858,97.82350620471229,28.451183767525148,95.69277579583627
165,6384,313,8.933503393796169,7.87146962690312,75.7088995855965,26.048931191720538,46.85964344926681
63,27689,654,17.799341998790936,8.307680164963932,91.77265917107351,27.417782524547714,80.08360702987109
113,32475,408,13.950884008567032,1.4489952389790923,85.45453394935525,27.946248750898008,108.90431814510558
205,13252,717,75.15381291956842,3.185643642737265,69.72542716849568,28.946663975367976,86.38223660144946
103,35844,700,8.740723807873835,7.935371193985606,97.2470902363865,26.081710497661387,121.08341486731865
73,35151,704,61.4933196429075,4.385397146916807,70.38070278321015,29.890459669249122,96.54724399962524
154,28365,395,8.780340864918296,5.25386258617977,94.81373581512462,29.83713174600577,99.37235246336593
107,11026,494,71.84768933335295,8.40858168230394,85.5056291988666,25.06146760192395,23.04805969283584
74,37767,357,82.58069734346863,1.8515758456822824,84.84508436233347,26.8398876117684,81.10033960299961
99,33523,762,46.381669095937724,7.09555892018774,93.5363997106404,25.339197582261804,93.85686838528473
141,15482,691,73.38605308604514,2.9348594807589925,79.77240820938292,26.586232983198155,62.44545326964645
170,30108,651,65.04489529226942,1.5638628796886485,94.13495797878517,28.035314430064307,88.75233590129011
112,5493,593,72.6289998347447,6.9624806103195525,82.00913845567135,28.043682639059394,23.281347863563727
83,21465,453,70.17589195970902,2.0927102767581007,99.38591446223839,25.483318807747544,50.94373754787689
213,44767,363,22.456270117792215,7.723065329222649,86.39720216291622,28.385591681854095,130.5622825032188
183,34550,457,47.46251586315711,2.8243485212969555,74.96242299676697,29.23169411768012,105.5051302872537
100,18833,564,86.6352059057428,1.4366081832206685,90.53455909315622,28.155822642498467,54.92408412151445
216,7970,420,34.20030028942679,1.8936771849323704,80.39589199843722,26.549829712506455,79.78707927486109
74,37779,587,87.49140270415047,8.571432238713161,92.24099993702487,25.01247528874174,81.0791840369735
104,34958,310,54.568745471867544,4.338713947062468,93.33850667441132,28.24204267085929,89.39625815556718
124,22145,513,44.23697050159108,3.7203997723067608,84.67652765211608,28.38876991282752,87.74160491760252
148,40953,461,60.90938452722718,5.4207893774127385,94.88753705243954,28.54374632881051,121.92553110029854
130,6806,404,74.34632955010396,6.696393119650759,76.1370809619554,25.19630280552613,24.85794555882397
68,10664,701,38.507693162313686,1.3339202078178731,62.295080454155396,27.582238803732203,51.395735529098275
147,33900,446,7.801104884744225,9.083696621054784,86.50592701832825,27.067156317859634,117.61240363670454
188,19126,481,65.24853532748497,9.626332283383574,90.57807224918676,28.836741347254716,54.38847068882042
195,10154,637,86.27417668227774,4.755761345393823,62.91206055557523,28.613446139934155,58.34280645749111
122,27208,336,58.12386527348873,4.71366012263911,90.83638967520871,29.753304151095605,62.93545561893674
198,18767,381,21.015230676365235,8.907039291380244,85.56646778175693,29.48755011705459,76.40251753162163
140,25043,311,26.100615235394383,4.863806183237028,64.65644983135768,27.790033975253827,77.53528011597982
195,6525,303,82.3288110836668,8.70570941330317,81.59760534504028,29.902369607374677,37.9988502167783
92,38528,794,6.152778126380004,1.2550325004044924,64.34968417626104,25.75106404583424,156.85487095419708
182,21978,342,51.64346656439048,5.406855478911685,72.86474998909205,25.035793417976713,85.53191994891785
64,6055,710,18.48759984148624,9.571861402951253,92.1593970496209,25.539164244967075,23.294525142229734
100,15046,350,29.03497699345175,3.2752419285760532,64.03156126772595,26.7755591562446,53.894411829419724
87,40851,560,31.09344020692711,3.395393384071883,78.37551244416169,28.776296824986183,107.46474038496045
194,20678,433,23.639033557757845,6.671106898413647,84.22852008331574,26.91533419846347,81.77524162885689
131,31624,760,72.34992533002324,9.335717949888704,97.62045791610979,28.90300983861153,89.25855424321412
71,43725,386,33.2377797881945,2.788680171606788,89.49061912271696,28.71392068830915,99.7725053080629
92,10255,661,34.36622425757073,9.294859232657023,65.56988694696824,28.971749004473523,40.7659256260187
107,14411,355,43.50557916394402,6.9670336970339255,98.7547413215749,25.936361560997625,52.337177476193254
210,41163,516,81.69509954293592,9.937425828349486,79.11830564760933,27.580167600317257,114.89494991096186
121,38971,665,63.49470772226805,7.628129618073677,74.78869554275006,28.56345894249039,120.85475928120685
96,36235,367,10.248724854261104,7.010204866455751,65.14844827501236,26.4208735182953,87.95966169829643
158,24194,799,8.3372632881088,8.334128547639697,97.33929033124194,29.19013209308267,97.5085467247693
163,24476,651,53.14308451404716,2.5762628736126327,83.44823741358034,28.89655982928445,93.89731070408983
94,8044,343,80.40014774681266,9.513870517300148,99.5195010242306,25.59938263875075,20.0
160,26057,442,32.47637546005025,2.490359578984563,66.95463501149563,26.089439925081425,104.02886676499479
190,8514,645,26.060605456684314,1.231033329068088,81.83342314071314,26.186866978787695,88.67659971260257
60,14990,341,68.59623885161173,7.28071157077968,64.39544790732815,29.39238277760093,29.551370804302014
64,43960,438,56.17776614993533,2.6613588351595023,80.97103307308834,25.933634361697777,83.81030451894856
201,12507,372,53.02732410032843,7.828778616686963,95.59167295569176,28.110481461423998,58.30132475538864
162,9857,566,17.690601927200994,8.155350801841397,64.37283407946605,25.324560353596375,50.261968673044734
86,17118,493,19.956712086183778,3.1302931658985385,70.78595229768567,27.762526783187568,78.33573591067807
196,8146,792,28.951960953542063,1.780482975176902,87.29607648826122,25.70626051159832,82.30479708714479
74,31401,454,22.58130944796464,5.5073886965091985,63.0514814432009,27.877478624444276,86.40706384681924
149,31177,545,87.57280332894706,9.011966595114618,78.15939697898062,26.83897861815254,63.500891780531084
101,43524,613,6.581936390273375,8.625619909264412,73.32246510790583,28.028413650059793,119.21529061765736
183,9414,517,58.214788766492546,2.0537421085024192,93.52592775056144,26.972216111776934,60.94798428206427
122,22494,755,48.99590011441226,9.683049380666757,61.963039724648176,29.271476055891824,77.98813606569314
155,25437,683,32.476355051367086,3.3755427584863122,94.5358187097508,28.78488864995542,106.61672764641912
111,8937,552,80.44504052883791,4.144520593207365,88.14528144777343,29.223511046949916,41.86358393052304
155,41731,576,61.96381909083899,2.341452187649182,71.88762111037354,26.110261088176543,133.10975825002296
191,26326,576,89.86011986247425,4.400226689883814,67.91074137973976,25.744079941702775,93.29770164620253
210,43665,371,19.335756542751255,6.7207699568771195,98.00705351621505,27.786673341879368,141.73636248341992
202,13974,428,12.468766048765445,5.554704341060516,82.15631933234448,29.364166061186253,80.19738381359383
88,22500,657,16.848767734639235,8.447855365565065,73.79110494273345,25.553119782482632,77.67372546625336
95,6750,485,27.88973224469068,6.771707301311396,61.77874022076456,26.169440908045726,39.76583736720468
72,9027,312,40.42689428327627,3.371900243043738,66.63137001955279,28.72999109195515,33.8681726976338
219,10745,628,78.32127922516516,6.016942284551495,83.92660060250024,27.326804888855712,58.81070908933602
130,26448,519,29.10530013795536,1.5777201329938868,80.52438387417558,28.017316518593184,95.96196163451228
145,33451,305,82.79568135235299,6.22711504670015,90.30440466238187,27.958772121106442,84.64146708463876
87,33207,538,44.347153514400915,4.506974465864216,93.39350292154928,27.061774805156983,100.18916627095882
125,10938,770,60.000951575813524,1.8855864285024486,75.88699210607925,28.52851153483201,60.63939456438658
104,17150,411,27.474655694755814,3.767175576917035,64.03719663305715,29.261345716110327,58.66902849936684
121,18406,527,18.261174362000723,9.082782933408865,91.66119040285838,29.53878524535085,73.6678602249109
193,24781,741,78.90383995593419,6.2743415268717015,82.14960401318572,25.232057993365054,93.1803367167991
87,42621,316,14.308025344213933,9.129383640487461,99.19167553755865,27.76803063815763,85.1920732514217
87,23325,372,70.79181099019692,4.697235882771108,91.85399664851138,25.201857727194277,68.98573506716077
167,8148,311,54.383666016532885,9.810177394510792,73.1629088644441,29.504650552684932,30.435053418445566
103,33879,385,78.19671144270215,4.2401714814837135,77.1396054260497,27.146329036922438,70.39564062367327
143,12933,798,66.01456502834506,7.811241536309584,69.4230389383211,29.502627050011125,50.839546294295516
89,14436,479,28.941448679481052,3.7486277513205115,80.47993988143327,25.938417049254195,68.00572588279664
134,22669,421,53.82634576686848,1.9539149360496282,88.42899840025271,25.81185620176596,68.50302977074821
187,11474,503,6.111257666463019,8.497509370620584,84.4995503905099,29.541620714706635,83.80352897287887
151,16228,369,45.393559101656464,7.863233741831437,73.68333850934937,29.691877915220644,65.00619174567308
188,38538,407,12.311159023623032,8.385661304364731,92.93199630902976,28.833948169981543,120.5450920760224
180,6843,500,41.460324813878024,3.697250785170508,64.20235026799993,26.110126864068206,53.917982708696634
86,5073,351,14.317003679887563,7.332954630408733,65.70218771992651,25.859926963860524,35.00742832754362
180,21059,336,86.21578359036027,2.979305629737085,76.16638267093018,28.740065364084387,45.03242596750393
175,25733,416,49.46077637965686,1.1018038263533616,88.08973254765652,28.17387358269323,101.25823735217492
62,30395,558,82.62352874851469,8.798398980721013,87.7674271238906,29.36038329107994,55.38436214638156
162,25202,781,6.901128952090097,5.711729383503937,74.66093770865432,26.384057091809535,111.29896761062149
214,18273,563,59.200529129961325,9.852880037338796,87.86431617796748,26.476785701301914,74.22425371763933
196,38099,693,31.091132663762718,4.4653212541337215,62.42343101010923,28.658205597551323,138.39983105823046
121,12512,602,41.705464657045084,9.611857062905234,71.60087799299441,26.3393430389209,50.135320898419344
110,33231,724,79.21242859324862,6.535515371253035,87.75093253096449,27.31188615952654,102.54490563985853
211,28274,363,88.3017930544933,5.60984564653177,67.36165604167589,27.60071071526731,72.20477422142619
118,42699,341,25.951816126834952,3.7252864286177263,68.50848114433826,28.345922614327804,106.47854537267747
177,27409,342,85.60152925503064,8.427487071454667,63.47530475739264,26.721917538747455,69.52347056910997
219,10113,424,63.541790654946126,8.459152717340109,74.57884064573591,29.291684898499582,69.27596984723876
155,7881,692,85.870182720368,4.752365789831602,92.99708962372694,27.01164513406936,43.863884843366726
172,24249,569,52.80119488280285,7.545638277495804,93.45436495290875,25.206866485173595,78.03283553035476
121,40343,784,86.664284224275,5.025141422004448,94.49450131203338,25.33501046596574,108.71158253421709
111,17714,646,80.85871394253186,7.656933650200087,61.46816117955526,29.857866831555494,58.35451224208101
71,43953,532,15.930298004162912,9.947711410467624,99.73954823546416,28.110213967332868,117.10382560877046
98,13656,779,31.41714380364709,3.362466823877005,80.10564955818668,27.45464019177656,59.77144597793534
189,10741,431,25.66037127856351,6.706472114617579,94.90908121326942,29.348403131315344,76.09328292955918
190,21661,301,53.62844271427185,4.41890168595907,96.20458538828919,28.58442344988674,73.32841379234263
172,36555,414,73.23795167800364,5.935344072836529,80.57992959597716,25.906960667481467,84.14451774004374
160,33690,780,69.5499729853849,8.867325522669962,62.04359004063421,25.03646152245936,114.65526212785404
