timestamp,md,tvd,inc,azi,dls,rop,slide_pct,rpm,wob,flow_rate,northing,easting,vertical_section
2026-01-01 00:00:00,0.0,24.835707650561634,0.17087352874698206,180.4910307283953,6.243115898100471,130.61189175981158,25.33657900049228,140.54816971286917,26757.57626573513,578.0920356439098,2.009731543412519,1.6663595608006065,1.6077852347300152
2026-01-01 00:01:00,1.000040001600064,-6.0931822572471805,0.015855574637301778,179.67945885561699,9.237762027369559,86.8929046590992,20.99120253579876,118.37602331057286,26769.685642900913,495.28858440143966,3.776308165060517,3.6924757835991526,3.021046532048414
2026-01-01 00:02:00,2.000080003200128,34.02449250765873,0.0,184.75895378009767,5.7422800914782925,121.50874380448295,18.75421909350157,103.75369625590497,26061.595025010665,433.52322009819534,5.415681012819093,5.057035502780046,4.332544810255274
2026-01-01 00:03:00,3.0001200048001917,78.61159122433743,0.008273771169493424,187.6641557071311,10.314901113493706,97.61523083677264,28.311236849450076,140.8794122165337,29153.93403015668,430.5680933727244,7.624942739499781,6.953212853783308,6.099954191599825
2026-01-01 00:04:00,4.000160006400256,-8.427537530918588,0.5052422015159846,183.4342347206731,6.50437331829806,103.45194387258096,27.945608494069198,118.30234775863654,28053.91128928741,482.86746093430327,9.73883211117207,7.857115469697625,7.791065688937656
2026-01-01 00:05:00,5.00020000800032,-7.606683840898765,0.0,185.0577187558523,9.480707343987202,110.95208533733836,19.831120976511322,112.0081857026364,23342.86642451669,420.9740114299437,12.490362702794604,9.26675263556291,9.992290162235683
2026-01-01 00:06:00,6.000240009600383,83.88083758324188,0.44136849426483526,178.91297883846792,8.752527721073548,107.61017896546882,32.8793163772344,133.3237649531791,27175.862912539313,529.3574034053441,14.79531389971459,10.986590948166961,11.836251119771672
2026-01-01 00:07:00,7.000280011200447,44.11196606682981,0.0,180.62702403069568,6.057857837348177,76.47788717014129,22.754457218218466,128.2141193229413,28813.198617855902,509.9086248500333,16.496592952448104,12.635256632797864,13.197274361958485
2026-01-01 00:08:00,8.000320012800511,-16.91345688625119,0.0,187.4286603679982,10.421085959590059,137.63624042326632,28.429156119191617,121.84731720169357,24677.450320664568,502.475960146673,18.196134239890068,13.854824833346862,14.556907391912056
2026-01-01 00:09:00,9.000360014400576,34.5082973911067,0.0,182.63355730129115,11.840923471985153,132.68818437517794,17.860418556253197,111.07728242917209,28220.656499887613,469.0318649204607,20.055389735301702,15.818001564179196,16.044311788241362
2026-01-01 00:10:00,10.00040001600064,-14.97055662750259,0.0,178.78985062118593,6.501272998167742,107.0736701374774,18.47428477574814,116.15415583457742,25826.194953353654,452.75511900519814,21.95031442007881,16.985242649520394,17.56025153606305
2026-01-01 00:11:00,11.000440017600702,-14.266126864080267,1.3267826307694537,180.1627527739369,6.690955530495391,128.6879725345817,17.75404347849239,127.14255980380506,21642.220865723,453.36526299106794,23.84322993599016,19.223627474962907,19.074583948792128
